Iteration,Loss_G,loss_D,loss_P
1,"(14.687319062631115,)",0.5028801560401917,14.831256866455078,0.9972899556159973
2,"(14.687319062631115,)",0.8341549038887024,11.77414321899414,0.6092493534088135
3,"(14.687319062631115,)",0.30495965480804443,9.582358360290527,0.183866947889328
4,"(14.687319062631115,)",0.2966947853565216,7.621128082275391,0.10685676336288452
5,"(14.687319062631115,)",0.3101922273635864,6.304920673370361,0.09016254544258118
6,"(14.687319062631115,)",0.21701258420944214,5.189085006713867,0.0795925036072731
7,"(14.687319062631115,)",0.20064851641654968,4.551007270812988,0.08083687722682953
8,"(14.687319062631115,)",0.20336595177650452,4.236780643463135,0.08950124680995941
9,"(14.687319062631115,)",0.1506611853837967,3.9239187240600586,0.0924132838845253
10,"(14.687319062631115,)",0.17513713240623474,3.459733486175537,0.08332081139087677
11,"(14.687319062631115,)",0.15649661421775818,3.2507123947143555,0.08294744044542313
12,"(14.687319062631115,)",0.13374891877174377,3.03242564201355,0.08443507552146912
13,"(14.687319062631115,)",0.1445494145154953,2.9394640922546387,0.081525519490242
14,"(14.687319062631115,)",0.11295874416828156,2.722466230392456,0.08216062188148499
15,"(14.687319062631115,)",0.09580636024475098,2.6139140129089355,0.07745018601417542
16,"(14.687319062631115,)",0.1684027910232544,2.533240795135498,0.07572583854198456
17,"(14.687319062631115,)",0.08996102213859558,2.2671310901641846,0.0756811872124672
18,"(14.687319062631115,)",0.09957627952098846,2.469755172729492,0.0753975361585617
19,"(14.687319062631115,)",0.12794151902198792,2.559854030609131,0.07767218351364136
20,"(14.687319062631115,)",0.14871859550476074,2.1603291034698486,0.07473409175872803
21,"(14.687319062631115,)",0.10059820115566254,2.1826863288879395,0.07573120296001434
22,"(14.687319062631115,)",0.08443567901849747,2.2787985801696777,0.08299367129802704
23,"(14.687319062631115,)",0.11896408349275589,2.658341407775879,0.08861269801855087
24,"(14.687319062631115,)",0.12152111530303955,2.576083183288574,0.08441101014614105
25,"(14.687319062631115,)",0.11237922310829163,2.2166783809661865,0.07976910471916199
26,"(14.687319062631115,)",0.09145785868167877,2.188791275024414,0.08086632937192917
27,"(14.687319062631115,)",0.09383494406938553,2.16103196144104,0.07611582428216934
28,"(14.687319062631115,)",0.11433126032352448,2.1364831924438477,0.07412271201610565
29,"(14.687319062631115,)",0.09074749052524567,2.002084970474243,0.07288223505020142
30,"(14.687319062631115,)",0.08668004721403122,1.9982573986053467,0.07483705878257751
31,"(14.687319062631115,)",0.09725914895534515,2.066020965576172,0.0746760368347168
32,"(14.687319062631115,)",0.08707785606384277,1.9136455059051514,0.07425438612699509
33,"(14.687319062631115,)",0.08950626850128174,2.0143656730651855,0.07320138812065125
34,"(14.687319062631115,)",0.08219240605831146,1.9880919456481934,0.07605047523975372
35,"(14.687319062631115,)",0.07992405444383621,1.9262386560440063,0.0762127935886383
36,"(14.687319062631115,)",0.07506217807531357,2.0053000450134277,0.07665935158729553
37,"(14.687319062631115,)",0.09482575953006744,1.9527926445007324,0.07300101220607758
38,"(14.687319062631115,)",0.08913148939609528,1.8887288570404053,0.07461947202682495
39,"(14.687319062631115,)",0.09238631278276443,1.879274845123291,0.07404334843158722
40,"(14.687319062631115,)",0.09291628003120422,1.9066731929779053,0.06990395486354828
41,"(14.687319062631115,)",0.08025598526000977,1.9070504903793335,0.07563792914152145
42,"(14.687319062631115,)",0.08089427649974823,1.9031455516815186,0.07917178422212601
43,"(14.687319062631115,)",0.07728204131126404,1.974524736404419,0.0758657157421112
44,"(14.687319062631115,)",0.08880538493394852,2.001438617706299,0.07432016730308533
45,"(14.687319062631115,)",0.06979348510503769,2.0120596885681152,0.0834677442908287
46,"(14.687319062631115,)",0.06971004605293274,2.0806822776794434,0.07505322992801666
47,"(14.687319062631115,)",0.08819591999053955,1.8758422136306763,0.07287876307964325
48,"(14.687319062631115,)",0.07669756561517715,1.761343002319336,0.07284051179885864
49,"(14.687319062631115,)",0.06684395670890808,1.7177329063415527,0.07487281411886215
50,"(14.687319062631115,)",0.07934334874153137,1.9059667587280273,0.07598917931318283
51,"(14.687319062631115,)",0.07762309908866882,1.7233765125274658,0.07442523539066315
52,"(14.687319062631115,)",0.06725279241800308,1.8799703121185303,0.07504558563232422
53,"(14.687319062631115,)",0.07071806490421295,1.680121660232544,0.07287000119686127
54,"(14.687319062631115,)",0.0854717493057251,1.9348845481872559,0.07194092869758606
55,"(14.687319062631115,)",0.08768448233604431,1.583925485610962,0.07697387784719467
56,"(14.687319062631115,)",0.0971093475818634,1.8056550025939941,0.07450181245803833
57,"(14.687319062631115,)",0.06521927565336227,1.8115451335906982,0.07266944646835327
58,"(14.687319062631115,)",0.06992895156145096,1.7500988245010376,0.07214304804801941
59,"(14.687319062631115,)",0.06657667458057404,1.7746753692626953,0.07728852331638336
60,"(14.687319062631115,)",0.055662065744400024,1.738610863685608,0.07488051056861877
61,"(14.687319062631115,)",0.07918728142976761,1.7225341796875,0.07366872578859329
62,"(14.687319062631115,)",0.06623714417219162,1.7430129051208496,0.07573328912258148
63,"(14.687319062631115,)",0.0687423124909401,1.7185680866241455,0.07313184440135956
64,"(14.687319062631115,)",0.07200191915035248,1.6779518127441406,0.07353290915489197
65,"(14.687319062631115,)",0.0546710342168808,1.7412463426589966,0.0713166818022728
66,"(14.687319062631115,)",0.06373557448387146,1.7758541107177734,0.07252462953329086
67,"(14.687319062631115,)",0.07556870579719543,1.6291606426239014,0.07419395446777344
68,"(14.687319062631115,)",0.05343905836343765,1.6316910982131958,0.07269655168056488
69,"(14.687319062631115,)",0.06233450025320053,1.826103687286377,0.07273546606302261
70,"(14.687319062631115,)",0.07055841386318207,1.6038634777069092,0.0741768553853035
71,"(14.687319062631115,)",0.05374732241034508,1.621199607849121,0.07548774778842926
72,"(14.687319062631115,)",0.07759726047515869,1.923952341079712,0.0705893337726593
73,"(14.687319062631115,)",0.0914420410990715,1.5590863227844238,0.07531557977199554
74,"(14.687319062631115,)",0.05848193168640137,1.8705639839172363,0.0781545341014862
75,"(14.687319062631115,)",0.06156424432992935,1.8263592720031738,0.07277446240186691
76,"(14.687319062631115,)",0.06665675342082977,1.583676815032959,0.07105675339698792
77,"(14.687319062631115,)",0.04694201052188873,1.5531957149505615,0.0746641755104065
78,"(14.687319062631115,)",0.07166178524494171,1.8749101161956787,0.07260936498641968
79,"(14.687319062631115,)",0.09385565668344498,1.8060990571975708,0.07158374041318893
80,"(14.687319062631115,)",0.06994818150997162,1.4905388355255127,0.07346858084201813
81,"(14.687319062631115,)",0.06294605135917664,1.7329390048980713,0.07306548953056335
82,"(14.687319062631115,)",0.08124925196170807,1.9082038402557373,0.07336673140525818
83,"(14.687319062631115,)",0.08743591606616974,1.492047667503357,0.07473516464233398
84,"(14.687319062631115,)",0.07820606231689453,1.6267927885055542,0.07283197343349457
85,"(14.687319062631115,)",0.05732324346899986,1.5733246803283691,0.07306866347789764
86,"(14.687319062631115,)",0.054658256471157074,1.5986692905426025,0.07071208953857422
87,"(14.687319062631115,)",0.06578250229358673,1.7578105926513672,0.07195296883583069
88,"(14.687319062631115,)",0.058800406754016876,1.6191325187683105,0.07456665486097336
89,"(14.687319062631115,)",0.0575314536690712,1.5938606262207031,0.07552752643823624
90,"(14.687319062631115,)",0.05247015506029129,1.5614168643951416,0.07378413528203964
91,"(14.687319062631115,)",0.05469665676355362,1.6754040718078613,0.07276087999343872
92,"(14.687319062631115,)",0.05302770435810089,1.5371248722076416,0.07281032204627991
93,"(14.687319062631115,)",0.051945365965366364,1.6916468143463135,0.07552023977041245
94,"(14.687319062631115,)",0.059768371284008026,1.6293537616729736,0.07262852787971497
95,"(14.687319062631115,)",0.053013503551483154,1.6239535808563232,0.07149562984704971
96,"(14.687319062631115,)",0.05495966970920563,1.5064687728881836,0.07076473534107208
97,"(14.687319062631115,)",0.04898842051625252,1.6320245265960693,0.07467855513095856
98,"(14.687319062631115,)",0.05310056358575821,1.6058924198150635,0.06959310173988342
99,"(14.687319062631115,)",0.06107189506292343,1.6517583131790161,0.0727127343416214
100,"(14.687319062631115,)",0.05042407661676407,1.6965352296829224,0.07813124358654022
101,"(14.687319062631115,)",0.05683136731386185,1.8854522705078125,0.07305557280778885
102,"(14.687319062631115,)",0.06404493749141693,1.8625634908676147,0.07443967461585999
103,"(14.687319062631115,)",0.056229691952466965,1.5698474645614624,0.07462261617183685
104,"(14.687319062631115,)",0.05182527005672455,1.718135952949524,0.07393887639045715
105,"(14.687319062631115,)",0.05329836532473564,1.64945387840271,0.0736347883939743
106,"(14.687319062631115,)",0.050353020429611206,1.5011191368103027,0.07514223456382751
107,"(14.687319062631115,)",0.060770183801651,1.7904484272003174,0.07316514849662781
108,"(14.687319062631115,)",0.059625282883644104,1.581695318222046,0.07626651227474213
109,"(14.687319062631115,)",0.06001794710755348,1.5795252323150635,0.07289575785398483
110,"(14.687319062631115,)",0.04286176711320877,1.5204766988754272,0.07290562987327576
111,"(14.687319062631115,)",0.05587723106145859,1.6841158866882324,0.07203387469053268
112,"(14.687319062631115,)",0.06150605157017708,1.4088979959487915,0.07512292265892029
113,"(14.687319062631115,)",0.04096509516239166,1.521026849746704,0.07002082467079163
114,"(14.687319062631115,)",0.05224812030792236,1.7452223300933838,0.07130254805088043
115,"(14.687319062631115,)",0.058088891208171844,1.4578282833099365,0.06981143355369568
116,"(14.687319062631115,)",0.05794738605618477,1.645780086517334,0.07499535381793976
117,"(14.687319062631115,)",0.05308980494737625,1.3775618076324463,0.07129689306020737
118,"(14.687319062631115,)",0.06642979383468628,1.7128477096557617,0.07423469424247742
119,"(14.687319062631115,)",0.06311098486185074,1.4233442544937134,0.07437784969806671
120,"(14.687319062631115,)",0.048056840896606445,1.6672322750091553,0.07396173477172852
121,"(14.687319062631115,)",0.05370021611452103,1.5919654369354248,0.07003195583820343
122,"(14.687319062631115,)",0.06029561161994934,1.6331205368041992,0.07327166199684143
123,"(14.687319062631115,)",0.052816152572631836,1.304539680480957,0.07473297417163849
124,"(14.687319062631115,)",0.07347572594881058,1.796336054801941,0.06971155107021332
125,"(14.687319062631115,)",0.07093197107315063,1.50235915184021,0.07250327616930008
126,"(14.687319062631115,)",0.045841384679079056,1.4020308256149292,0.07147793471813202
127,"(14.687319062631115,)",0.06031814217567444,1.7021499872207642,0.07519274950027466
128,"(14.687319062631115,)",0.06309501081705093,1.6792786121368408,0.06916943937540054
129,"(14.687319062631115,)",0.06138954684138298,1.220624566078186,0.07245108485221863
130,"(14.687319062631115,)",0.08423390239477158,1.830561876296997,0.07291051000356674
131,"(14.687319062631115,)",0.073715440928936,1.390671730041504,0.07270953804254532
132,"(14.687319062631115,)",0.05891803652048111,1.5485217571258545,0.0740814059972763
133,"(14.687319062631115,)",0.053827982395887375,1.5989004373550415,0.07203628122806549
134,"(14.687319062631115,)",0.06124921143054962,1.1629817485809326,0.07457607239484787
135,"(14.687319062631115,)",0.11625036597251892,1.8560678958892822,0.07258355617523193
136,"(14.687319062631115,)",0.08139035850763321,1.427065372467041,0.07381439954042435
137,"(14.687319062631115,)",0.05734614282846451,1.3190343379974365,0.06888549029827118
138,"(14.687319062631115,)",0.05186576023697853,1.6650524139404297,0.07271333783864975
139,"(14.687319062631115,)",0.05032845959067345,1.4558579921722412,0.07322163879871368
140,"(14.687319062631115,)",0.058570511639118195,1.5078082084655762,0.07264893501996994
141,"(14.687319062631115,)",0.040354058146476746,1.602006196975708,0.06979431211948395
142,"(14.687319062631115,)",0.04926113039255142,1.3894230127334595,0.07192226499319077
143,"(14.687319062631115,)",0.04274832457304001,1.5030055046081543,0.07188647985458374
144,"(14.687319062631115,)",0.04621127247810364,1.5470811128616333,0.07291173934936523
145,"(14.687319062631115,)",0.04815284162759781,1.3907419443130493,0.07253065705299377
146,"(14.687319062631115,)",0.048092231154441833,1.5017825365066528,0.07006566971540451
147,"(14.687319062631115,)",0.046981506049633026,1.5771758556365967,0.07075899094343185
148,"(14.687319062631115,)",0.05031023547053337,1.5413750410079956,0.07114581018686295
149,"(14.687319062631115,)",0.048994455486536026,1.3523235321044922,0.07148747146129608
150,"(14.687319062631115,)",0.03802909702062607,1.581521987915039,0.07578124105930328
151,"(14.687319062631115,)",0.04822469502687454,1.5425426959991455,0.07336822152137756
152,"(14.687319062631115,)",0.05151098966598511,1.5169219970703125,0.07317349314689636
153,"(14.687319062631115,)",0.04742182418704033,1.330817461013794,0.0724506676197052
154,"(14.687319062631115,)",0.07193844765424728,1.7843645811080933,0.07181762903928757
155,"(14.687319062631115,)",0.08301351219415665,1.2352254390716553,0.0700380951166153
156,"(14.687319062631115,)",0.038959816098213196,1.305854320526123,0.06876584887504578
157,"(14.687319062631115,)",0.05419768765568733,1.7324864864349365,0.07112354040145874
158,"(14.687319062631115,)",0.07364587485790253,1.6242259740829468,0.0704224556684494
