Epoch,AvgPSNR,Loss_G,loss_D,loss_P
1,13.574591391631145,0.6350641846656799,10.49485969543457,0.49370262026786804
2,13.647041819947844,0.729354739189148,8.055977821350098,0.14414173364639282
3,13.762310367490112,0.29719752073287964,6.491898536682129,0.08219670504331589
4,13.76673807241738,0.2687555253505707,5.383311748504639,0.07394932955503464
5,13.761725592581142,0.26290762424468994,4.36256742477417,0.07238838076591492
6,13.939702730482587,0.28078529238700867,3.9730451107025146,0.07330875843763351
7,14.032027790378564,0.15138140320777893,3.8757786750793457,0.08398984372615814
8,14.076730796532235,0.1630980372428894,3.7000679969787598,0.08329527080059052
9,14.366492653053914,0.17520484328269958,3.152388095855713,0.07877694070339203
10,14.543031484195897,0.1315242350101471,3.1563541889190674,0.08309505879878998
11,14.646307560299949,0.13449569046497345,2.9996697902679443,0.08367674052715302
12,14.659456811784336,0.16652536392211914,2.7835769653320312,0.08242961764335632
13,14.68784799780279,0.1747325211763382,2.6653828620910645,0.0760035514831543
14,14.70234506674694,0.13844668865203857,2.4016475677490234,0.0736144483089447
15,14.696332530248375,0.15888719260692596,2.675159454345703,0.07893117517232895
16,14.700132104510667,0.174422487616539,2.3523783683776855,0.08050154149532318
17,14.706322239476062,0.15309906005859375,2.3753890991210938,0.08248431980609894
18,14.702623773910801,0.13475938141345978,2.3652570247650146,0.07949335873126984
19,14.708422626871975,0.15807290375232697,2.064878225326538,0.07148437947034836
20,14.70892818744739,0.10336455702781677,2.3697047233581543,0.08058807253837585
21,14.705434093155315,0.11775631457567215,2.1395511627197266,0.08660376816987991
22,14.703058855280034,0.17143261432647705,2.4233031272888184,0.08759116381406784
23,14.705720538225966,0.1254199892282486,2.279308795928955,0.07990776002407074
24,14.707859828916227,0.09847097098827362,2.382827043533325,0.08120685815811157
25,14.705802404225334,0.16689354181289673,1.79460871219635,0.07643738389015198
26,14.707577921258325,0.10655273497104645,2.2948594093322754,0.07778248190879822
27,14.704770915152416,0.08422047644853592,2.2770261764526367,0.0727081298828125
28,14.709943143751012,0.12739746272563934,2.1605384349823,0.07635857164859772
29,14.707521930433598,0.178879976272583,2.289680004119873,0.07584342360496521
30,14.706456532259386,0.16097553074359894,1.7776105403900146,0.07385595142841339
31,12.773376187336796,0.10954326391220093,1.9863872528076172,0.073211669921875
32,13.41670758611944,0.09372667968273163,2.012683153152466,0.07241842150688171
33,13.59106049279561,0.09793246537446976,1.855838656425476,0.07764545828104019
34,13.521014252541553,0.13173168897628784,2.115907907485962,0.07631435990333557
35,13.463516634128768,0.12714660167694092,1.8656024932861328,0.07230359315872192
36,13.619871158953654,0.09337098896503448,1.8828344345092773,0.07389377057552338
37,13.63295781095676,0.07396485656499863,1.8865442276000977,0.07467235624790192
38,13.513188028023137,0.0860861986875534,1.9713525772094727,0.07435018569231033
39,13.724876043486843,0.08223162591457367,1.9785813093185425,0.08273569494485855
40,13.775476065521024,0.10474753379821777,2.339623212814331,0.0851493626832962
41,13.797168929892619,0.09952621161937714,1.830500602722168,0.07315894961357117
42,13.85191174272414,0.09843170642852783,1.7631123065948486,0.07252500206232071
43,13.89875916511443,0.07719835638999939,1.8889538049697876,0.0740252360701561
44,13.938514156845374,0.09590081870555878,1.9491195678710938,0.07487988471984863
45,14.019700399519452,0.11436847597360611,1.9721579551696777,0.0758468359708786
46,14.037981874604919,0.1075206995010376,1.7803988456726074,0.07443635910749435
47,13.91455037203182,0.08811864256858826,1.7395254373550415,0.0767633467912674
48,14.193087550360815,0.07586482912302017,1.8588407039642334,0.06991885602474213
49,14.16660085257482,0.07998420298099518,1.7172120809555054,0.07612419128417969
50,14.19463284492554,0.06254390627145767,1.8681495189666748,0.07572183012962341
51,14.163267576402525,0.07529130578041077,1.8784555196762085,0.07224923372268677
52,14.479360438414806,0.10034786909818649,1.728728175163269,0.07537470757961273
53,14.479562097465001,0.06874796003103256,1.7151010036468506,0.07441873848438263
54,14.625000191279332,0.07561282813549042,1.847224473953247,0.0728352963924408
55,14.651844580813943,0.10312846302986145,1.7354214191436768,0.07239460945129395
56,14.6713934517231,0.09269139915704727,1.7273213863372803,0.07552990317344666
57,14.674620239040998,0.0743035152554512,1.6539065837860107,0.07414255291223526
58,14.686991507737147,0.06587544083595276,1.8510441780090332,0.07634301483631134
59,14.693741422411856,0.07301295548677444,1.7607767581939697,0.0759272575378418
60,14.694991429033742,0.05814789608120918,1.568341612815857,0.07186022400856018
61,14.69491009048565,0.08903764188289642,1.8052271604537964,0.07088201493024826
62,14.69763406426367,0.07460808753967285,1.5311787128448486,0.07046966254711151
63,14.695027118191652,0.08324717730283737,1.9424302577972412,0.07449467480182648
64,14.695273254032053,0.08980552107095718,1.8341293334960938,0.07637742161750793
65,14.694939010449254,0.08167679607868195,1.5141849517822266,0.07305668294429779
66,14.69641840816089,0.0725545585155487,1.8568220138549805,0.07370318472385406
67,14.694664696143168,0.06834661215543747,1.6407592296600342,0.07225602120161057
68,14.693005341184207,0.07303442806005478,1.7677664756774902,0.07352648675441742
69,14.697410721281521,0.06371830403804779,1.616791844367981,0.07221658527851105
70,14.696235079401264,0.06438802182674408,1.8154025077819824,0.07099191099405289
71,14.698712866245254,0.07719241827726364,1.7025372982025146,0.07375335693359375
72,14.703961300907855,0.0748673528432846,1.7258071899414062,0.07550279796123505
73,14.70477097755772,0.05878196656703949,1.665656566619873,0.07352980226278305
74,14.702366030701059,0.06013643741607666,1.6174479722976685,0.07070109248161316
75,14.70312917776444,0.05239677056670189,1.681784987449646,0.07018232345581055
76,14.70592610826668,0.06402911245822906,1.7441927194595337,0.07261218130588531
77,14.70985529018157,0.07334718853235245,1.7650948762893677,0.07382788509130478
78,14.705200172926682,0.06732641905546188,1.6329880952835083,0.07340151071548462
79,14.70701617579721,0.050393082201480865,1.6039185523986816,0.072740837931633
80,14.710758194637046,0.06327573955059052,1.8297772407531738,0.07507190108299255
81,14.704213980243464,0.07674704492092133,1.7378383874893188,0.07196617126464844
82,14.704239059955903,0.056395966559648514,1.4833736419677734,0.07303018122911453
83,14.703692661151223,0.062428638339042664,1.750070333480835,0.07626277208328247
84,13.258548287753358,0.0602312833070755,1.642399549484253,0.07413500547409058
85,13.620114468392684,0.06369795650243759,1.686100721359253,0.07543368637561798
86,13.673768416014195,0.06132617965340614,1.6547285318374634,0.07601495087146759
