Epoch,AvgPSNR
78,"(14.660538151164932,)"
79,"(14.675491199764325,)"
80,"(14.680162308707107,)"
81,"(14.681744971505562,)"
82,"(14.687263748435619,)"
83,"(14.681645424837601,)"
84,"(14.691945654824426,)"
85,"(14.685400030904388,)"
86,"(14.684109048911614,)"
87,"(14.638036826217292,)"
88,"(13.213753909716647,)"
89,"(13.51455635491068,)"
90,"(13.645577847840167,)"
91,"(13.663622606304251,)"
92,"(13.69640051221501,)"
93,"(13.736235701845596,)"
94,"(13.764826557487835,)"
95,"(13.766735324505959,)"
96,"(13.78253967066437,)"
97,"(13.764728116044388,)"
98,"(13.716678238695357,)"
99,"(13.771757392218431,)"
100,"(13.79219521861954,)"
101,"(13.896421584725573,)"
102,"(13.844545442381953,)"
103,"(13.92256676086385,)"
104,"(13.967525846786078,)"
105,"(14.093015799397762,)"
106,"(14.136951291112975,)"
107,"(14.141771401890304,)"
108,"(14.208673686286412,)"
109,"(14.349167615141607,)"
110,"(14.475587749051634,)"
111,"(14.450026858309815,)"
112,"(14.534139050416107,)"
113,"(14.581213070990785,)"
114,"(14.584129931915111,)"
115,"(14.62401910274067,)"
116,"(14.600183731742463,)"
117,"(14.631796744787852,)"
118,"(14.648171382264527,)"
119,"(14.654189749784374,)"
120,"(14.658339725254473,)"
121,"(14.665022922208777,)"
122,"(14.66916487732254,)"
123,"(14.671157985321871,)"
124,"(14.668738912980714,)"
125,"(14.671402533974717,)"
126,"(14.67525185078245,)"
127,"(14.677661160345606,)"
128,"(14.67616347571432,)"
129,"(14.684820873121451,)"
130,"(14.682571466506891,)"
131,"(14.678062672945105,)"
132,"(14.68414624695046,)"
133,"(14.683684281943151,)"
134,"(14.682621364180745,)"
135,"(14.689564702254573,)"
136,"(14.68619794537355,)"
137,"(14.680925401821803,)"
138,"(14.68539580615442,)"
139,"(14.683284671592808,)"
140,"(14.68385979979648,)"
141,"(14.684915754772037,)"
142,"(14.6869489752763,)"
143,"(14.68729598783564,)"
144,"(14.691165511604448,)"
145,"(14.69196457826486,)"
146,"(14.686205223732822,)"
147,"(14.685867441537898,)"
148,"(14.689533815046794,)"
149,"(14.685616052534948,)"
150,"(14.690492662496837,)"
151,"(14.68731090415369,)"
152,"(14.687016391503528,)"
153,"(14.687076650086391,)"
154,"(14.687391942143831,)"
155,"(14.688022876928475,)"
156,"(14.68640463393722,)"
157,"(14.687770914500488,)"
158,"(14.69277631225192,)"
159,"(14.686981031723226,)"
160,"(14.69117000956005,)"
161,"(14.691728964677218,)"
162,"(14.69486628105967,)"
163,"(14.689869632475773,)"
164,"(14.689165590638934,)"
165,"(14.691161435209356,)"
166,"(14.692441111460479,)"
167,"(14.691578634732053,)"
168,"(14.692074605115275,)"
169,"(14.700039169839092,)"
170,"(14.690353964977268,)"
171,"(14.685919915796225,)"
172,"(14.691681207956883,)"
173,"(14.691009812740576,)"
174,"(14.68988287043982,)"
175,"(14.692358752724338,)"
176,"(14.69598349644597,)"
177,"(14.693981983645703,)"
178,"(14.686592160874802,)"
179,"(14.692936143830394,)"
180,"(14.692101907263563,)"
181,"(14.690783072677574,)"
182,"(14.691176977741224,)"
183,"(14.694741901365253,)"
184,"(14.68816271337333,)"
185,"(14.688910569901024,)"
186,"(14.694103910762639,)"
187,"(14.6906687202273,)"
188,"(14.699319630176902,)"
189,"(14.695403821084899,)"
190,"(14.691379305404562,)"
191,"(14.693640218707756,)"
192,"(14.692221251379108,)"
193,"(14.687077921067152,)"
194,"(14.690298175395645,)"
195,"(14.690524521989902,)"
196,"(14.694580048382106,)"
197,"(14.696092886688731,)"
198,"(14.694857050402579,)"
199,"(14.691373287092677,)"
200,"(14.69402918136972,)"
